Time,V1,V2,V3,V4,V5
93.1000,3.1024,0.9890,-1.4238,3.6693,7.5589
93.1500,2.1692,0.1510,-0.9434,3.4581,8.2465
93.2000,1.0219,-0.1832,-0.5143,3.3805,8.6208
93.2500,-0.1351,0.0253,-0.1156,3.4708,8.7138
93.3000,-1.1151,0.6824,0.3510,3.7340,8.5448
93.3500,-1.8152,1.5950,1.0280,4.1737,8.1003
93.4000,-2.2396,2.5276,2.0305,4.7687,7.3185
93.4500,-2.4563,3.2596,3.3873,5.4161,6.0919
93.5000,-2.5099,3.6193,5.0002,5.8899,4.3293
93.5500,-2.3639,3.5245,6.6236,5.8729,2.1094
93.6000,-1.9638,3.0686,7.9444,5.1176,-0.1779
93.6500,-1.3939,2.5322,8.7830,3.6422,-1.9549
93.7000,-0.8962,2.1704,9.1836,1.7433,-2.8073
93.7500,-0.6410,2.0152,9.2807,-0.1576,-2.6555
93.8000,-0.5329,1.9798,9.1819,-1.6573,-1.6764
93.8500,-0.3058,2.0569,8.9573,-2.5015,-0.2119
93.9000,0.2368,2.3178,8.6370,-2.6762,1.3294
93.9500,1.1160,2.7937,8.2074,-2.3746,2.6244
94.0000,2.2475,3.4324,7.6209,-1.8647,3.5385
94.0500,3.5392,4.1249,6.8084,-1.3604,4.1004
94.1000,4.9214,4.7194,5.6994,-0.9539,4.4090
94.1500,6.3176,5.0104,4.2782,-0.6153,4.5643
94.2000,7.6091,4.7590,2.6732,-0.2524,4.6612
94.2500,8.6354,3.7864,1.2040,0.1802,4.8166
94.3000,9.2280,2.1134,0.2852,0.6193,5.1385
94.3500,9.2322,0.0426,0.2110,1.0147,5.6424
94.4000,8.5164,-1.9330,0.9489,1.5418,6.2690
94.4500,6.9608,-3.3980,2.0495,2.5506,6.9568
94.5000,4.4613,-4.1924,2.7884,4.1675,7.5208
94.5500,1.1588,-4.2635,2.5710,5.9602,7.5396
94.6000,-2.2226,-3.5156,1.4543,7.1847,6.6946
94.6500,-4.7160,-2.0593,0.2723,7.5906,5.1575
94.7000,-5.9325,-0.4520,-0.1253,7.6132,3.2838
94.7500,-6.0850,0.6095,0.3726,7.6325,1.2279
94.8000,-5.4491,0.7892,1.2512,7.6173,-0.9123
94.8500,-4.1374,0.3161,1.9350,7.4328,-2.8570
94.9000,-2.2712,-0.1994,2.2521,7.0831,-4.2267
94.9500,-0.1764,-0.2039,2.4307,6.6327,-4.8242
95.0000,1.7019,0.4882,2.7197,6.0836,-4.7478
95.0500,3.0420,1.7374,3.1416,5.3753,-4.2678
95.1000,3.7584,3.2740,3.5479,4.4448,-3.6472
95.1500,3.9412,4.8340,3.7545,3.2901,-3.0387
95.2000,3.7556,6.2112,3.6249,2.0134,-2.4807
95.2500,3.3858,7.2791,3.1128,0.8163,-1.9580
95.3000,3.0031,8.0038,2.2817,-0.0745,-1.4663
95.3500,2.7307,8.4257,1.2799,-0.5051,-1.0233
95.4000,2.6250,8.6124,0.2856,-0.4430,-0.6303
95.4500,2.6979,8.6187,-0.5493,0.0353,-0.2392
95.5000,2.9506,8.4697,-1.1394,0.7852,0.2366
95.5500,3.3831,8.1565,-1.4819,1.6408,0.8835
95.6000,3.9758,7.6311,-1.6412,2.4572,1.7601
95.6500,4.6642,6.8061,-1.7035,3.1309,2.8889
95.7000,5.3102,5.5744,-1.7205,3.5912,4.2478
95.7500,5.6845,3.8827,-1.6675,3.7871,5.7415
95.8000,5.5038,1.8628,-1.4607,3.7180,7.1817
95.8500,4.5668,-0.0908,-1.0666,3.4998,8.3454
95.9000,2.9128,-1.4647,-0.6170,3.3318,9.0967
95.9500,0.8563,-1.9014,-0.3231,3.3174,9.4215
96.0000,-1.1175,-1.3411,-0.2040,3.4065,9.3660
96.0500,-2.5616,-0.0241,0.0150,3.5721,8.9953
96.1000,-3.2934,1.5869,0.6683,3.8972,8.3488
96.1500,-3.4443,3.0044,1.8898,4.4212,7.3893
96.2000,-3.2851,3.9133,3.5770,5.0060,6.0130
96.2500,-3.0096,4.2069,5.4715,5.3566,4.1534
96.3000,-2.6505,3.9376,7.2288,5.1438,1.9554
96.3500,-2.1799,3.3077,8.5388,4.2035,-0.1353
96.4000,-1.6645,2.6153,9.2944,2.6869,-1.5800
96.4500,-1.2425,2.0791,9.6066,0.9839,-2.0858
96.5000,-0.9512,1.7518,9.6505,-0.4872,-1.7043
96.5500,-0.6740,1.6229,9.5543,-1.4383,-0.7153
96.6000,-0.2649,1.7061,9.3837,-1.7855,0.5157
96.6500,0.3338,2.0182,9.1567,-1.6396,1.6685
96.7000,1.0960,2.5430,8.8621,-1.2237,2.5635
96.7500,1.9794,3.2374,8.4645,-0.7685,3.1755
96.8000,2.9727,4.0448,7.8971,-0.4385,3.5769
96.8500,4.0949,4.8815,7.0535,-0.2964,3.8619
96.9000,5.3633,5.5982,5.8102,-0.2934,4.0882
96.9500,6.7388,5.9437,4.1139,-0.2857,4.2636
97.0000,8.0800,5.5933,2.1286,-0.1146,4.4025
97.0500,9.1636,4.3004,0.3107,0.2397,4.6020
97.1000,9.7633,2.1174,-0.7575,0.5840,4.9736
97.1500,9.7032,-0.4837,-0.6934,0.7692,5.4769
97.2000,8.8912,-2.7849,0.4215,1.0621,6.0104
97.2500,7.2818,-4.2925,1.9559,1.9929,6.5908
97.3000,4.7906,-4.9837,2.9926,3.7346,7.1212
97.3500,1.4970,-4.9957,2.8460,5.7534,7.1728
97.4000,-1.9399,-4.2947,1.5493,7.1457,6.3946
97.4500,-4.5432,-2.8771,-0.0257,7.5387,4.9945
97.5000,-5.8834,-1.1222,-0.8717,7.4100,3.3952
97.5500,-6.1784,0.3357,-0.6594,7.3163,1.7355
97.6000,-5.7658,1.0333,0.2562,7.3393,-0.0269
97.6500,-4.8067,0.9370,1.2761,7.2888,-1.8189
97.7000,-3.3468,0.4329,1.9895,7.0499,-3.3650
97.7500,-1.5232,0.0806,2.3864,6.6489,-4.3699
97.8000,0.3491,0.2742,2.7007,6.1275,-4.7398
97.8500,1.9097,1.0878,3.0957,5.4642,-4.6081
97.9000,2.9311,2.3587,3.5384,4.5955,-4.2035
97.9500,3.3683,3.8319,3.8758,3.4789,-3.7128
98.0000,3.3062,5.2530,3.9477,2.1572,-3.2189
98.0500,2.9019,6.4248,3.6652,0.7893,-2.7218
98.1000,2.3494,7.2527,3.0499,-0.3965,-2.2053
98.1500,1.8348,7.7571,2.2174,-1.2077,-1.6856
98.2000,1.4818,8.0271,1.3170,-1.5631,-1.2055
98.2500,1.3323,8.1537,0.4783,-1.4900,-0.7947
98.3000,1.3731,8.1937,-0.2096,-1.0779,-0.4424
98.3500,1.5765,8.1691,-0.7010,-0.4402,-0.1016
98.4000,1.9236,8.0792,-0.9932,0.3097,0.2869
98.4500,2.4043,7.9067,-1.1236,1.0746,0.7747
98.5000,3.0072,7.6172,-1.1560,1.7862,1.3989
98.5500,3.7071,7.1529,-1.1591,2.4065,2.1862
98.6000,4.4487,6.4296,-1.1796,2.9156,3.1556
98.6500,5.1235,5.3510,-1.2165,3.2917,4.3051
98.7000,5.5494,3.8645,-1.2077,3.5031,5.5824
98.7500,5.4882,2.0622,-1.0541,3.5421,6.8582
98.8000,4.7387,0.2534,-0.7091,3.4888,7.9547
98.8500,3.2691,-1.1193,-0.2790,3.5004,8.7286
98.9000,1.2906,-1.6900,0.0277,3.6666,9.1107
98.9500,-0.7758,-1.3223,0.1455,3.9285,9.0797
99.0000,-2.4597,-0.1632,0.3166,4.2257,8.6505
99.0500,-3.4912,1.3698,0.9185,4.6178,7.8399
99.1000,-3.9181,2.7433,2.1508,5.1437,6.5994
99.1500,-3.9583,3.5307,3.9008,5.6384,4.8270
99.2000,-3.7620,3.5333,5.7898,5.7612,2.5316
99.2500,-3.3307,2.8287,7.3348,5.2283,0.0441
99.3000,-2.6553,1.7816,8.2414,4.0676,-2.0469
99.3500,-1.8635,0.8561,8.5897,2.5910,-3.3011
99.4000,-1.1599,0.3176,8.6551,1.1275,-3.6636
99.4500,-0.6661,0.1610,8.6383,-0.1194,-3.3185
99.5000,-0.3558,0.2612,8.6056,-1.0395,-2.4948
99.5500,-0.1095,0.5183,8.5546,-1.5780,-1.4060
99.6000,0.1930,0.8974,8.4681,-1.7425,-0.2486
99.6500,0.6169,1.3980,8.3284,-1.6112,0.8163
99.7000,1.1755,2.0185,8.1162,-1.3133,1.6935
99.7500,1.8611,2.7437,7.8016,-0.9868,2.3633
99.8000,2.6732,3.5429,7.3326,-0.7387,2.8606
99.8500,3.6238,4.3598,6.6276,-0.6178,3.2377
99.9000,4.7219,5.0890,5.5887,-0.5997,3.5280
99.9500,5.9386,5.5503,4.1565,-0.5884,3.7337
100.0000,7.1725,5.4978,2.4123,-0.4561,3.8578
100.0500,8.2569,4.7062,0.6587,-0.1427,3.9688
100.1000,9.0186,3.1172,-0.6484,0.2445,4.1921
100.1500,9.3202,0.9561,-1.1115,0.5092,4.5740
100.2000,9.0704,-1.2827,-0.5901,0.6546,5.0294
100.2500,8.2330,-3.0641,0.6808,1.0277,5.5119
100.3000,6.7683,-4.1368,2.1133,2.0313,6.0613
100.3500,4.5892,-4.5807,3.0166,3.7072,6.5621
100.4000,1.7478,-4.5255,2.9308,5.5971,6.6418
100.4500,-1.2591,-3.9504,1.9023,7.0048,5.9946
100.5000,-3.6523,-2.8475,0.5544,7.5893,4.7402
100.5500,-4.9985,-1.4701,-0.3437,7.6322,3.2378
100.6000,-5.3836,-0.2602,-0.4547,7.5769,1.6917
100.6500,-5.0646,0.4400,0.0460,7.5841,0.1388
100.7000,-4.2134,0.5812,0.7632,7.5763,-1.3577
100.7500,-2.9240,0.4062,1.3905,7.4593,-2.6233
100.8000,-1.3354,0.2920,1.8657,7.2113,-3.4599
100.8500,0.3095,0.5331,2.3013,6.8380,-3.7885
100.9000,1.7412,1.2257,2.8019,6.3202,-3.6939
100.9500,2.7796,2.2996,3.3601,5.6075,-3.3526
101.0000,3.3749,3.6062,3.8697,4.6457,-2.9275
101.0500,3.5721,4.9757,4.1776,3.4240,-2.5015
101.1000,3.4690,6.2418,4.1345,2.0294,-2.0755
101.1500,3.2021,7.2704,3.6526,0.6672,-1.6233
101.2000,2.9274,7.9963,2.7546,-0.4000,-1.1575
101.2500,2.7658,8.4281,1.5775,-0.9642,-0.7367
101.3000,2.7607,8.6090,0.3277,-0.9468,-0.3989
101.3500,2.9033,8.5778,-0.7814,-0.4035,-0.0930
101.4000,3.1899,8.3533,-1.5958,0.5032,0.3124
101.4500,3.6334,7.9236,-2.0717,1.5520,0.9556
101.5000,4.2217,7.2357,-2.2722,2.5266,1.9154
101.5500,4.8691,6.1971,-2.3064,3.2655,3.1908
101.6000,5.3924,4.7187,-2.2458,3.6701,4.6955
101.6500,5.5270,2.8227,-2.0756,3.7043,6.2484
101.7000,5.0253,0.7676,-1.7380,3.4337,7.6038
101.7500,3.8172,-0.9773,-1.2594,3.0543,8.5701
101.8000,2.0906,-1.9754,-0.8080,2.7790,9.1103
101.8500,0.2189,-2.0396,-0.5388,2.6721,9.2948
101.9000,-1.3799,-1.2545,-0.3911,2.6835,9.2104
101.9500,-2.4054,0.0849,-0.1148,2.8115,8.9269
102.0000,-2.7972,1.5743,0.5148,3.1240,8.4747
102.0500,-2.7189,2.8611,1.5580,3.6444,7.8256
102.1000,-2.4182,3.7623,2.9421,4.2860,6.9016
102.1500,-2.0783,4.2522,4.5374,4.8642,5.6126
102.2000,-1.7467,4.3862,6.1783,5.1234,3.9404
102.2500,-1.3716,4.2661,7.6607,4.7968,2.0573
102.3000,-0.9298,4.0545,8.7895,3.7401,0.3637
102.3500,-0.5126,3.9236,9.4593,2.0643,-0.6760
102.4000,-0.2102,3.9444,9.6643,0.1374,-0.7845
102.4500,0.0905,4.1069,9.4468,-1.5691,-0.0021
102.5000,0.6872,4.4393,8.8430,-2.7220,1.3302
102.5500,1.8221,4.9749,7.8233,-3.2837,2.7148
102.6000,3.5072,5.5967,6.2739,-3.4378,3.7071
102.6500,5.5005,5.9780,4.1051,-3.3620,4.0390
102.7000,7.3649,5.7142,1.4963,-3.0818,3.6583
102.7500,8.6780,4.6214,-0.9684,-2.5640,2.7879
102.8000,9.3327,2.9313,-2.6249,-1.9159,1.8529
102.8500,9.5363,1.1100,-3.1927,-1.3584,1.1700
102.9000,9.5324,-0.4252,-2.8051,-0.9983,0.7881
102.9500,9.4548,-1.4151,-1.7861,-0.7457,0.6376
103.0000,9.3508,-1.7783,-0.5045,-0.4454,0.6846
103.0500,9.2272,-1.6039,0.7137,-0.0177,0.9314
103.1000,9.0778,-1.0990,1.6642,0.5220,1.3693
103.1500,8.8940,-0.5034,2.2925,1.1272,1.9710
103.2000,8.6573,-0.0188,2.6595,1.7761,2.7081
103.2500,8.3186,0.2281,2.8811,2.4866,3.5582
103.3000,7.7792,0.1966,3.0713,3.3061,4.4898
103.3500,6.8869,-0.0623,3.2956,4.2943,5.4297
103.4000,5.4770,-0.4035,3.5368,5.4907,6.2148
103.4500,3.4949,-0.6110,3.7092,6.8481,6.5570
103.5000,1.1811,-0.4987,3.7720,8.1816,6.0958
103.5500,-0.8806,-0.1047,3.8512,9.2367,4.5966
103.6000,-2.0357,0.2380,4.1044,9.8207,2.1795
103.6500,-1.9091,0.2619,4.4549,9.8323,-0.6024
103.7000,-0.5827,0.2366,4.7492,9.2717,-2.9605
103.7500,1.3528,0.7885,5.0829,8.2020,-4.3705
103.8000,3.0410,2.2497,5.5723,6.5945,-4.8864
103.8500,3.8158,4.3734,5.9833,4.3382,-4.8742
103.9000,3.4428,6.4968,5.8559,1.5372,-4.5691
103.9500,2.1694,7.9360,4.9731,-1.2359,-3.9648
104.0000,0.6380,8.4837,3.6136,-3.2669,-3.0463
104.0500,-0.5089,8.4742,2.2224,-4.2814,-1.9642
104.1000,-0.9958,8.3353,1.0218,-4.4557,-0.9586
104.1500,-0.8992,8.2673,0.0232,-4.0687,-0.2076
104.2000,-0.4406,8.2671,-0.8075,-3.3176,0.2473
104.2500,0.1766,8.2621,-1.4650,-2.3221,0.4899
104.3000,0.8397,8.1907,-1.9125,-1.1810,0.6715
104.3500,1.5247,8.0165,-2.1293,-0.0054,0.9410
104.4000,2.2495,7.7103,-2.1458,1.0903,1.3985
104.4500,3.0235,7.2310,-2.0389,2.0172,2.0865
104.5000,3.8163,6.5148,-1.8952,2.7283,3.0063
104.5500,4.5400,5.4832,-1.7650,3.2064,4.1287
104.6000,5.0394,4.0866,-1.6324,3.4462,5.3821
104.6500,5.1097,2.3901,-1.4234,3.4629,6.6366
104.7000,4.5733,0.6444,-1.0755,3.3376,7.7258
104.7500,3.3909,-0.7647,-0.6350,3.2241,8.5193
104.8000,1.7219,-1.4945,-0.2566,3.2486,8.9670
104.8500,-0.1044,-1.3895,-0.0391,3.4109,9.0695
104.9000,-1.6967,-0.5236,0.1400,3.6550,8.8462
104.9500,-2.7741,0.8122,0.5689,3.9973,8.3167
105.0000,-3.2971,2.1999,1.4811,4.4907,7.4595
105.0500,-3.4220,3.2566,2.9070,5.0790,6.1874
105.1000,-3.3272,3.7462,4.6685,5.5329,4.4088
105.1500,-3.0738,3.6043,6.4289,5.5274,2.1924
105.2000,-2.6305,2.9658,7.8180,4.8387,-0.0871
105.2500,-2.0303,2.1544,8.6504,3.5324,-1.8775
105.3000,-1.4347,1.4948,9.0156,1.9235,-2.8072
105.3500,-0.9968,1.1126,9.1140,0.3715,-2.8453
105.4000,-0.7175,0.9658,9.0888,-0.8471,-2.1823
105.4500,-0.4688,0.9965,9.0044,-1.5744,-1.0950
105.5000,-0.1193,1.1962,8.8801,-1.7894,0.1253
105.5500,0.3835,1.5733,8.7135,-1.5995,1.2381
105.6000,1.0239,2.1185,8.4903,-1.1883,2.1103
105.6500,1.7710,2.8035,8.1840,-0.7456,2.7252
105.7000,2.6162,3.5906,7.7445,-0.4136,3.1437
105.7500,3.5774,4.4245,7.0873,-0.2580,3.4494
105.8000,4.6801,5.2047,6.0995,-0.2564,3.7015
105.8500,5.9190,5.7497,4.6910,-0.3009,3.9124
105.9000,7.2114,5.7903,2.9045,-0.2368,4.0744
105.9500,8.3846,5.0478,1.0298,0.0308,4.2353
106.0000,9.2295,3.4054,-0.4324,0.4088,4.5155
106.0500,9.5593,1.0761,-1.0040,0.6755,4.9662
106.1000,9.2410,-1.3818,-0.4925,0.8192,5.4885
106.1500,8.2175,-3.3364,0.8344,1.2360,6.0222
106.2000,6.4393,-4.4925,2.2681,2.3717,6.5962
106.2500,3.8353,-4.9310,2.9919,4.1893,7.0322
106.3000,0.5943,-4.7492,2.5419,6.0414,6.8988
106.3500,-2.5479,-3.8885,1.1758,7.1531,5.9876
106.4000,-4.7597,-2.4170,-0.1994,7.3932,4.5827
106.4500,-5.8032,-0.7656,-0.7699,7.2805,3.0291
106.5000,-5.9311,0.4895,-0.3929,7.2385,1.4043
106.5500,-5.4256,0.9988,0.5297,7.2666,-0.3162
106.6000,-4.4062,0.8190,1.4614,7.1904,-2.0193
106.6500,-2.9244,0.3575,2.0923,6.9318,-3.4296
106.7000,-1.1435,0.1211,2.4689,6.5218,-4.2984
106.7500,0.6223,0.4274,2.8071,5.9879,-4.5791
106.8000,2.0489,1.3056,3.2254,5.2986,-4.4183
106.8500,2.9483,2.5878,3.6662,4.3916,-4.0282
106.9000,3.2951,4.0312,3.9756,3.2347,-3.5675
106.9500,3.1774,5.3964,4.0026,1.8867,-3.0962
107.0000,2.7513,6.5012,3.6711,0.5206,-2.6058
107.0500,2.2102,7.2673,3.0143,-0.6330,-2.0853
107.1000,1.7342,7.7271,2.1520,-1.3923,-1.5622
107.1500,1.4342,7.9715,1.2303,-1.6903,-1.0873
107.2000,1.3380,8.0849,0.3741,-1.5618,-0.6906
107.2500,1.4232,8.1152,-0.3287,-1.0981,-0.3551
107.3000,1.6604,8.0783,-0.8304,-0.4128,-0.0252
107.3500,2.0326,7.9695,-1.1264,0.3789,0.3659
107.4000,2.5327,7.7687,-1.2541,1.1764,0.8732
107.4500,3.1490,7.4376,-1.2790,1.9075,1.5336
107.5000,3.8510,6.9142,-1.2703,2.5314,2.3703
107.5500,4.5724,6.1125,-1.2719,3.0251,3.3935
107.6000,5.1880,4.9453,-1.2758,3.3656,4.5858
107.6500,5.5018,3.3904,-1.2145,3.5287,5.8732
107.7000,5.2819,1.5903,-0.9981,3.5298,7.1104
107.7500,4.3657,-0.1088,-0.6128,3.4764,8.1263
107.8000,2.7801,-1.2797,-0.1958,3.5212,8.8018
107.8500,0.7857,-1.6158,0.0657,3.7165,9.0845
107.9000,-1.1823,-1.0491,0.1792,3.9896,8.9626
107.9500,-2.6966,0.2111,0.4336,4.3087,8.4533
108.0000,-3.5676,1.7173,1.1759,4.7424,7.5595
108.0500,-3.8950,2.9595,2.5344,5.2880,6.2125
108.1000,-3.8868,3.5650,4.3351,5.7316,4.3175
108.1500,-3.6490,3.3925,6.1663,5.7245,1.9428
108.2000,-3.1609,2.5838,7.5664,5.0384,-0.5029
108.2500,-2.4400,1.5477,8.3243,3.7763,-2.4281
108.3000,-1.6493,0.7217,8.5880,2.2710,-3.4745
108.3500,-0.9930,0.3000,8.6285,0.8245,-3.6575
108.4000,-0.5606,0.2286,8.6094,-0.3821,-3.1786
108.4500,-0.2916,0.3763,8.5729,-1.2445,-2.2616
108.5000,-0.0510,0.6602,8.5109,-1.7127,-1.1181
108.5500,0.2769,1.0620,8.4066,-1.8066,0.0555
108.6000,0.7440,1.5866,8.2430,-1.6199,1.1042
108.6500,1.3526,2.2304,7.9985,-1.2915,1.9464
108.7000,2.0913,2.9727,7.6384,-0.9593,2.5769
108.7500,2.9589,3.7749,7.1032,-0.7207,3.0395
108.8000,3.9653,4.5668,6.3067,-0.6078,3.3866
108.8500,5.1091,5.2216,5.1587,-0.5768,3.6472
108.9000,6.3411,5.5373,3.6353,-0.5189,3.8247
108.9500,7.5384,5.2658,1.8825,-0.3178,3.9423
109.0000,8.5289,4.2217,0.2590,0.0398,4.0938
109.0500,9.1480,2.4277,-0.7831,0.4053,4.3910
109.1000,9.2653,0.2001,-0.9174,0.6248,4.8299
109.1500,8.7992,-1.9260,-0.1194,0.8229,5.3189
109.2000,7.7113,-3.4845,1.2439,1.4069,5.8477
109.2500,5.9356,-4.3437,2.5097,2.6827,6.4180
109.3000,3.4096,-4.6159,3.0263,4.4973,6.7983
109.3500,0.3591,-4.3574,2.4962,6.2345,6.5879
109.4000,-2.5170,-3.5130,1.2311,7.2652,5.6409
109.4500,-4.5032,-2.1839,0.0252,7.5373,4.2316
109.5000,-5.4141,-0.7686,-0.4736,7.4947,2.6734
109.5500,-5.4661,0.2626,-0.1877,7.4775,1.0669
109.6000,-4.8951,0.6675,0.5330,7.4948,-0.5606
109.6500,-3.8182,0.5512,1.2677,7.4267,-2.0770
109.7000,-2.3277,0.2813,1.8063,7.2162,-3.2498
109.7500,-0.6196,0.2600,2.2070,6.8742,-3.9023
109.8000,1.0128,0.7107,2.6252,6.4045,-4.0341
109.8500,2.3075,1.6325,3.1248,5.7698,-3.7973
109.9000,3.1350,2.8854,3.6378,4.9117,-3.3857
109.9500,3.4978,4.2809,4.0198,3.7952,-2.9356
110.0000,3.4796,5.6297,4.1150,2.4645,-2.4907
110.0500,3.2119,6.7718,3.8140,1.0796,-2.0341
110.1000,2.8567,7.6148,3.1054,-0.1159,-1.5565
110.1500,2.5654,8.1531,2.0892,-0.8956,-1.0951
110.2000,2.4240,8.4372,0.9396,-1.1413,-0.7028
110.2500,2.4461,8.5237,-0.1509,-0.8627,-0.3809
110.3000,2.6187,8.4490,-1.0229,-0.1710,-0.0520
110.3500,2.9425,8.2234,-1.5942,0.7597,0.4014
110.4000,3.4238,7.8270,-1.8781,1.7393,1.0773
110.4500,4.0402,7.2037,-1.9604,2.6098,2.0224
110.5000,4.7091,6.2640,-1.9414,3.2687,3.2309
110.5500,5.2684,4.9187,-1.8725,3.6579,4.6418
110.6000,5.4783,3.1675,-1.7240,3.7549,6.1196
110.6500,5.0892,1.2159,-1.4268,3.6072,7.4606
110.7000,3.9827,-0.5142,-0.9896,3.3706,8.4753
110.7500,2.2822,-1.5759,-0.5646,3.2282,9.0830
110.8000,0.3340,-1.7216,-0.3099,3.2369,9.3007
110.8500,-1.4155,-0.9794,-0.1655,3.3449,9.1812
110.9000,-2.6140,0.3689,0.1510,3.5543,8.7802
110.9500,-3.1706,1.8835,0.9100,3.9396,8.1150
111.0000,-3.2466,3.1502,2.1880,4.5019,7.1300
111.0500,-3.0823,3.9229,3.8681,5.0792,5.7200
111.1000,-2.8210,4.1278,5.7033,5.3779,3.8384
111.1500,-2.4646,3.8282,7.3703,5.0885,1.6631
111.2000,-1.9904,3.2299,8.5906,4.0774,-0.3456
111.2500,-1.4865,2.6160,9.2846,2.5150,-1.6728
111.3000,-1.0956,2.1700,9.5635,0.7898,-2.0603
111.3500,-0.8345,1.9183,9.5848,-0.6859,-1.5765
111.4000,-0.5606,1.8489,9.4616,-1.6286,-0.5057
111.4500,-0.1149,1.9868,9.2518,-1.9632,0.7827
111.5000,0.5598,2.3538,8.9668,-1.8133,1.9690
111.5500,1.4319,2.9287,8.5845,-1.4096,2.8817
111.6000,2.4547,3.6543,8.0539,-0.9780,3.5042
111.6500,3.6081,4.4466,7.2912,-0.6627,3.9094
111.7000,4.8894,5.1745,6.1901,-0.4929,4.1804
111.7500,6.2676,5.6247,4.6804,-0.3851,4.3654
111.8000,7.6338,5.5052,2.8494,-0.1971,4.4980
111.8500,8.7961,4.5491,1.0439,0.1452,4.6619
111.9000,9.5374,2.7082,-0.2089,0.5360,4.9778
111.9500,9.6684,0.3048,-0.4751,0.8185,5.4647
112.0000,9.0586,-2.0352,0.3049,1.1269,6.0330
112.0500,7.6302,-3.7505,1.6691,1.9182,6.6515
112.1000,5.2917,-4.6720,2.7746,3.4748,7.2425
112.1500,2.0721,-4.8659,2.8526,5.4356,7.4292
112.2000,-1.4607,-4.2962,1.7577,6.9393,6.7991
112.2500,-4.2954,-2.9406,0.2420,7.4781,5.4454
112.3000,-5.8548,-1.1700,-0.6380,7.4228,3.7835
112.3500,-6.2833,0.3310,-0.4539,7.3485,2.0039
112.4000,-5.9304,1.0336,0.4600,7.3700,0.0959
112.4500,-4.9756,0.8826,1.4656,7.3019,-1.8419
112.5000,-3.4684,0.2994,2.1227,7.0369,-3.4970
112.5500,-1.5588,-0.1016,2.4402,6.6180,-4.5485
112.6000,0.4043,0.0992,2.6897,6.0947,-4.9074
112.6500,2.0290,0.9615,3.0473,5.4422,-4.7308
112.7000,3.0787,2.2942,3.4683,4.5926,-4.2717
112.7500,3.5203,3.8209,3.7862,3.5025,-3.7323
112.8000,3.4565,5.2800,3.8377,2.2169,-3.2036
112.8500,3.0563,6.4778,3.5374,0.8948,-2.6899
112.9000,2.5148,7.3260,2.9111,-0.2400,-2.1756
112.9500,2.0104,7.8471,2.0778,-1.0012,-1.6722
113.0000,1.6595,8.1281,1.1902,-1.3127,-1.2122
113.0500,1.5030,8.2582,0.3803,-1.2057,-0.8126
113.1000,1.5337,8.2946,-0.2637,-0.7747,-0.4538
113.1500,1.7319,8.2614,-0.7035,-0.1377,-0.0880
113.2000,2.0829,8.1587,-0.9485,0.5910,0.3384
113.2500,2.5762,7.9682,-1.0472,1.3194,0.8698
113.3000,3.1968,7.6512,-1.0699,1.9883,1.5390
113.3500,3.9134,7.1425,-1.0841,2.5683,2.3724
113.4000,4.6608,6.3496,-1.1271,3.0428,3.3896
113.4500,5.3137,5.1731,-1.1823,3.3862,4.5856
113.5000,5.6680,3.5762,-1.1706,3.5627,5.8953
113.5500,5.4718,1.6955,-0.9883,3.5725,7.1711
113.6000,4.5391,-0.1047,-0.6129,3.5170,8.2275
113.6500,2.8873,-1.3590,-0.1923,3.5578,8.9300
113.7000,0.7932,-1.7287,0.0614,3.7514,9.2198
113.7500,-1.2696,-1.1360,0.1493,4.0158,9.0858
113.8000,-2.8361,0.1926,0.3861,4.3173,8.5530
113.8500,-3.7082,1.7714,1.1454,4.7378,7.6318
113.9000,-4.0073,3.0553,2.5535,5.2792,6.2538
113.9500,-3.9674,3.6604,4.4127,5.7142,4.3221
114.0000,-3.7073,3.4551,6.2849,5.6809,1.9127
114.0500,-3.2084,2.5997,7.6950,4.9556,-0.5462
114.1000,-2.4878,1.5188,8.4393,3.6646,-2.4529
114.1500,-1.7036,0.6539,8.6825,2.1616,-3.4620
114.2000,-1.0474,0.1988,8.7061,0.7526,-3.6104
114.2500,-0.6002,0.1032,8.6781,-0.3908,-3.1156
114.3000,-0.3055,0.2418,8.6415,-1.1822,-2.2099
114.3500,-0.0428,0.5310,8.5866,-1.5907,-1.1037
114.4000,0.2898,0.9451,8.4946,-1.6494,0.0168
114.4500,0.7393,1.4819,8.3480,-1.4554,1.0120
114.5000,1.3115,2.1355,8.1265,-1.1430,1.8127
114.5500,2.0023,2.8886,7.7967,-0.8425,2.4196
114.6000,2.8190,3.7093,7.3002,-0.6459,2.8772
114.6500,3.7803,4.5373,6.5468,-0.5838,3.2351
114.7000,4.8962,5.2565,5.4335,-0.6130,3.5162
114.7500,6.1301,5.6710,3.9099,-0.6222,3.7099
114.8000,7.3649,5.5232,2.0896,-0.4799,3.8171
114.8500,8.4222,4.5970,0.3194,-0.1460,3.9182
114.9000,9.1314,2.8725,-0.9221,0.2373,4.1441
114.9500,9.3667,0.6289,-1.2551,0.4656,4.5213
115.0000,9.0549,-1.5999,-0.5857,0.5852,4.9517
115.0500,8.1776,-3.2906,0.7941,0.9864,5.4082
115.1000,6.6994,-4.2484,2.2612,2.0590,5.9449
115.1500,4.5294,-4.6027,3.1397,3.7976,6.4312
115.2000,1.7235,-4.5006,3.0152,5.7165,6.4840
